PUBLISHDATE,VERSION,ZONE,PNODEID,PNODENAME,PNODETYPE,PRICINGTYPE,H1,H2,H2DST,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
06-23-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,28.156089,26.879813,,22.709836,15.610659,15.136909,0.690928,1.036603,18.922358,28.593395,28.645498,31.45774,48.440997,48.732043,50.841731,62.684034,69.986022,56.742116,51.098094,50.3084,50.308616,46.613887,46.492805,36.163974,33.295501
06-24-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,31.772538,29.220783,,26.086866,26.562795,27.10568,27.10062,26.1515,29.523806,44.281726,49.364624,56.807942,55.240244,86.557673,75.228441,111.837681,135.537786,94.528068,68.986335,58.766287,50.681933,42.819913,41.607011,34.765641,35.276216
06-25-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,29.198211,26.489467,,25.104439,24.573414,24.628692,25.487434,28.412167,28.520998,32.405547,36.408563,47.242662,61.979175,55.371957,62.804842,74.726043,65.439284,56.15664,65.800851,50.426125999999996,53.378583,88.932774,83.395887,40.707517,39.335646
06-26-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,29.831172,27.603837,,23.37635,21.147466,21.01458,25.329627,27.784621,29.216223,35.868714,43.105354,50.625691,43.403138,50.955518,70.434122,60.518549,54.995283,60.389636,58.274196,40.785995,38.184935,41.868765,49.545721,34.696529,32.427041
06-27-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,33.44429,28.003904,,23.807863,23.823432,24.588523,27.991413,28.100062,30.678754,38.638199,45.144458,70.20056,102.908811,55.581452,60.751275,66.324274,78.008507,69.290055,48.134443,41.019144,40.152385,41.71652,41.974261,31.409608,30.698259
07-26-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,23.692396,22.563729,,1.353031,0.0,22.168733,25.722837,23.802263,26.909758,28.734282,31.407923,36.32481,36.70464,38.582812,47.656854,47.268146,53.730177,61.226742,53.807252,43.555329,35.274779,36.868228,36.094342,30.485736,25.548101
07-27-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,26.716213,28.302375,,24.591092,23.389726,23.867612,25.179195,23.695094,26.082329,26.377076,31.832372,36.136535,38.560783,39.881291,43.772732,46.695989,48.660139,48.18272,37.973893,34.578219,33.192447,36.340548,33.700778,28.492745,27.321373
07-28-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,17.775747,21.234189,,25.815389,23.530652,15.134854,23.630172,18.613594,12.164971,24.945488,26.503749,30.032649,30.956887,34.235436,37.768555,67.993001,79.679724,39.819658,62.724555,36.67092,41.801621,38.859998,44.754535,28.19812,26.757469
07-29-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,24.763927,25.311582,,24.806625,23.941991,23.996451,25.865359,25.75114,27.333706,29.276915,30.942068,34.962216,36.074833,48.000814,71.368811,49.087906,61.442244,49.994534,45.532957,38.443835,35.894993,34.582566,32.815722,23.856826,25.744132
07-30-2013,0,null,51297,PECO,AGGREGATE,TotalLMP,23.025892,20.001933,,16.614665,2.145714,10.257899,25.351981,24.834194,25.919744,28.714933,30.459706,34.374996,37.535844,36.69318,35.269592,35.764288,36.767254,38.758709,37.680968,36.521799,35.235942,35.383702,34.596557,28.312445,28.13817
